,job vacancies,unemployment benefits,forex rate,how to migrate,inflation_rate,unemployment_rate,ESI
2019-05-01,0.1567695961995249,0.34876543209876554,0.16523605150214593,0.2022292993630573,0.014304033020704765,0.47145109096204996,0.22515357866252778
2019-06-01,0.19477434679334915,0.18827160493827166,0.2145922746781116,0.29299363057324834,0.06589990123313583,0.47652464466121414,0.21643096656975824
2019-07-01,0.06413301662707838,0.37962962962962965,0.2103004291845494,0.3359872611464968,0.0020714531110413437,0.24953087543655283,0.24238633194322162
2019-08-01,0.0,0.36111111111111105,0.27467811158798294,0.2707006369426752,0.007422605192351384,0.21302418802256518,0.21740908303946496
2019-09-01,0.19239904988123502,0.32407407407407407,0.1952789699570816,0.1337579617834395,0.03890749607095656,0.9301684085076523,0.22074932353469692
2019-10-01,0.06888361045130631,0.3086419753086421,0.36480686695278963,0.1687898089171975,0.027990142106487426,0.9375631077315449,0.21997701090198196
2019-11-01,0.09976247030878849,0.191358024691358,0.20600858369098718,0.2404458598726115,0.03848932494123358,0.8685083462715082,0.17662703721276368
2019-12-01,0.014251781472684022,0.3580246913580246,0.5686695278969957,0.13535031847133758,0.033160402153579294,0.9038690491350665,0.25248691112287924
2020-01-01,0.1116389548693586,0.42592592592592593,0.4055793991416309,0.18152866242038215,0.04744878758257587,0.9202871596664934,0.27869107655098796
2020-02-01,0.20427553444180513,0.43827160493827166,0.3283261802575108,0.19108280254777069,0.05598149547939402,0.8859253731791275,0.29664593837507935
2020-03-01,0.178147268408551,0.5864197530864198,0.3948497854077252,0.10668789808917198,0.052139439682012734,0.4851105046924944,0.3296776431478707
2020-04-01,0.3657957244655582,0.7191358024691358,0.6416309012875535,0.1480891719745223,0.061993516488035305,0.5224771598945126,0.4834234727328233
2020-05-01,0.3895486935866984,0.9506172839506172,0.6137339055793992,0.0,0.05999474189407805,0.5432759717125879,0.5247965743770745
2020-06-01,0.5083135391923992,0.7654320987654321,0.7167381974248926,0.11305732484076439,0.07059487638645734,0.5017539713457777,0.5480827958404808
2020-07-01,0.5771971496437054,0.7777777777777776,0.6480686695278971,0.1592356687898089,0.07719992913276785,0.9373397470852218,0.567953345889986
2020-08-01,0.8337292161520189,0.7191358024691358,0.5171673819742489,0.12738853503184713,0.1102513279595767,0.9066019238669911,0.5947706889875656
2020-09-01,0.7577197149643706,0.4537037037037036,0.351931330472103,0.2818471337579618,0.09820862448464307,0.43518308960308927,0.49018271844643524
2020-10-01,0.7149643705463182,0.6388888888888887,0.20386266094420602,0.15605095541401273,0.11298381595488205,0.5102454890977106,0.47813870110220585
2020-11-01,0.8503562945368173,0.5956790123456789,0.26394849785407737,0.22770700636942678,0.17675622433836702,0.4914034256549282,0.5321416929094497
2020-12-01,0.6817102137767221,0.8456790123456789,0.36909871244635195,0.2818471337579618,0.2022942918229761,1.0,0.588405937077583
2021-01-01,0.7339667458432304,0.4783950617283951,0.2811158798283262,0.3726114649681528,0.21582540026474017,0.9032521417007731,0.4944540112307834
2021-02-01,0.515439429928741,0.5185185185185185,0.11802575107296132,0.26433121019108285,0.1932224940899171,0.8817727589586122,0.3866587767869867
2021-03-01,0.48218527315914494,0.4691358024691358,0.26824034334763946,0.42038216560509545,0.3048739281338765,0.9006285997359851,0.4231208244790312
2021-04-01,0.5083135391923992,0.33950617283950624,0.2918454935622318,0.39649681528662417,0.3104143716412717,0.8968228275391112,0.39201437537934286
2021-05-01,0.4655581947743468,0.6450617283950618,0.15879828326180256,0.3805732484076433,0.30530413953103364,0.9411826251282354,0.4410602832847117
2021-06-01,0.35154394299287406,0.6265432098765432,0.27467811158798294,0.4792993630573248,0.2930377464234788,0.8945675121819567,0.4442216407898867
2021-07-01,0.27078384798099764,0.6666666666666666,0.2660944206008583,0.4968152866242038,0.2782761292529794,0.8601677057481796,0.4338170958393117
2021-08-01,0.2114014251781472,0.49691358024691346,0.14163090128755362,0.4872611464968153,0.2598670215372647,0.8473719948342695,0.33827291118439196
2021-09-01,0.09976247030878849,0.8179012345679012,0.3047210300429185,0.5445859872611465,0.23505525957829576,0.9485680088405894,0.4451605149238199
2021-10-01,0.14726840855106882,0.506172839506173,0.33047210300429175,0.5461783439490445,0.2141340478692333,0.8333818737652234,0.37136246380783977
2021-11-01,0.18052256532066502,0.7808641975308642,0.3905579399141631,0.5907643312101911,0.18998897689533756,0.9182863992402988,0.4846804830803296
2021-12-01,0.3254156769596199,0.9999999999999999,0.3905579399141631,0.6353503184713375,0.20839145097193612,0.9709442351800277,0.602806354764986
2022-01-01,0.32779097387173395,0.6203703703703703,0.1330472103004292,0.6942675159235668,0.20378611836078997,0.8805772277695172,0.44991134851743053
2022-02-01,0.24703087885985742,0.6790123456790124,0.18240343347639487,0.5716560509554139,0.19449164813353903,0.8571186374592918,0.4286248642480227
2022-03-01,0.4774346793349168,0.7623456790123456,0.3433476394849785,0.7404458598726115,0.21656909363542853,0.8405266644828693,0.5886928073756967
2022-04-01,0.513064133016627,0.6790123456790124,0.34549356223175964,0.5509554140127388,0.2464159191051054,0.8304948780296502,0.5369127388575915
2022-05-01,0.5819477434679334,0.5339506172839507,0.34978540772532196,0.6401273885350318,0.28756243129707393,0.8291543470710416,0.5327520674776359
2022-06-01,0.7600950118764844,0.7098765432098765,0.7103004291845493,0.6751592356687898,0.33460690809159555,0.8609498191984009,0.7180833994965761
2022-07-01,0.8669833729216152,0.5432098765432097,0.3626609442060086,0.6576433121019107,0.380343642948871,0.8430278830235021,0.6271188261010313
2022-08-01,0.9239904988123517,0.7006172839506172,0.424892703862661,0.6114649681528662,0.4184271814561574,0.8511497454471058,0.6946538692319961
2022-09-01,0.845605700712589,0.49382716049382724,0.4098712446351932,0.625796178343949,0.41990851132384355,0.8044742110793122,0.6089633429577533
2022-10-01,0.9121140142517816,0.7623456790123456,0.37982832618025764,0.606687898089172,0.43623850561407174,0.8888290470223388,0.6996411528331241
2022-11-01,0.9667458432304039,0.435185185185185,0.2811158798283262,0.5955414012738853,0.45758455614373894,0.8509552691617115,0.595910764745119
2022-12-01,1.0,0.4537037037037036,0.3991416309012875,0.6592356687898089,0.4531370516318969,0.8285464609310584,0.6477865710493304
2023-01-01,0.8622327790973872,0.5586419753086419,0.2381974248927039,0.6305732484076433,0.4652626219726639,0.8252959316652237,0.6000165609818782
2023-02-01,0.8313539192399049,0.27469135802469136,0.30257510729613735,0.5780254777070063,0.4714601450945558,0.7885245762323154,0.5079337001800076
2023-03-01,0.6983372921615203,0.42592592592592593,0.28326180257510736,0.6512738853503184,0.4698206342327277,0.8441575060966642,0.524186103011319
2023-04-01,0.6152019002375297,0.5370370370370371,0.36051502145922754,0.6242038216560509,0.4778465950529376,0.9103401522261998,0.5426154498054258
2023-05-01,0.6745843230403801,0.16049382716049387,0.628755364806867,0.6528662420382165,0.49941805911044634,0.7849275307543047,0.5068477664292789
2023-06-01,0.6294536817102137,0.37037037037037057,0.23175965665236065,0.6496815286624203,0.5201395589767439,0.8074303387857458,0.4762354526871314
2023-07-01,0.4465558194774347,0.37962962962962965,0.5879828326180258,0.5907643312101911,0.5668601360110638,0.7882617161149588,0.4836050674977627
2023-08-01,0.4536817102137767,0.4506172839506172,0.4527896995708155,0.6178343949044586,0.5694992407234248,0.7888849994112443,0.485414517144373
2023-09-01,0.35154394299287406,0.21604938271604934,0.7060085836909872,0.697452229299363,0.6428104588476166,0.7244326894656123,0.4509701603107471
2023-10-01,0.23752969121140144,0.2283950617283952,1.0,0.7117834394904459,0.6750395037935139,0.736264635538483,0.48213411378002813
2023-11-01,0.2897862232779097,0.4876543209876544,0.9806866952789698,0.7054140127388534,0.7460813881045801,0.8170127233173132,0.570452304883234
2023-12-01,0.3752969121140143,0.4999999999999999,0.8841201716738197,0.7388535031847133,0.7837971928705464,0.7751115043014005,0.5871838086059109
2024-01-01,0.28503562945368155,0.5401234567901235,0.8819742489270387,0.8248407643312101,0.8166688498018649,0.7737907443094918,0.5889107285247913
2024-02-01,0.43942992874109255,0.6049382716049382,0.9334763948497856,0.769108280254777,0.9044534903561651,0.7694145769328262,0.6538273951247218
2024-03-01,0.20190023752969122,0.5339506172839507,0.6566523605150215,0.85828025477707,0.9419905279561193,0.7615604132641902,0.5237417795025109
2024-04-01,0.5201900237529691,0.7098765432098765,0.6373390557939914,0.8598726114649682,0.9857198461398854,0.80878314394106,0.6684623035406456
2024-05-01,0.5510688836104514,0.7808641975308642,0.5236051502145923,0.8980891719745223,0.9895827397210296,0.7750003648185202,0.6839187887802176
2024-06-01,0.6128266033254157,0.7222222222222222,0.38412017167381973,1.0,0.9999999999999999,0.7605852454925879,0.6773386819990552
